occupation_name,skills,knowledge,prompt,results,rephrase_prompts
gas transmission system operator,"['set management priorities in pipeline networks', 'ensure maintenance of fuel distribution facilities']","['fuel distribution systems', 'fuel gas', 'pipeline transport regulations', 'types of pipelines']","Take this sentence from a Job Posting.

""To make sure you identify the right candidates you will be working close together with managers across our organisation ##Labour law## and ##collective agreement performance processes## @@handling employment law cases@@ together with the managers HR administration @@handling all kinds of daily administration@@ regarding for example ##employee contracts terms## and ##condition updates## ##HR processes## ##manager training## ##insurance## matters ##outsourced payroll## etc .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@set management priorities in pipeline networks@@, @@ensure maintenance of fuel distribution facilities@@, and for knowledge: ##fuel distribution systems##, ##fuel gas##, ##pipeline transport regulations##, ##types of pipelines##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",To make sure you identify the right candidates you will be working close together with managers across our organisation ##fuel distribution systems## and ##fuel gas## @@set management priorities in pipeline networks@@ together with the managers HR administration @@ensure maintenance of fuel distribution facilities@@ regarding for example ##pipeline transport regulations## and ##types of pipelines## ##HR processes## ##manager training## ##insurance## matters ##outsourced payroll## etc .,
chemistry lecturer,"['manage research data', 'demonstrate disciplinary expertise', 'keep records of attendance', 'manage chemical testing procedures', 'promote the participation of citizens in scientific and research activities']",[],"Take this sentence from a Job Posting.

""You will do this by @@setting up partnerships@@ to @@improve supply@@ @@building partnerships@@ to @@acquire new customers@@ and @@set up global partnerships@@ with leading wineries .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage research data@@, @@demonstrate disciplinary expertise@@, @@keep records of attendance@@, @@manage chemical testing procedures@@, @@promote the participation of citizens in scientific and research activities@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You will do this by @@managing research data@@ to @@demonstrate disciplinary expertise@@, @@keeping records of attendance@@ to @@manage chemical testing procedures@@, and @@promoting the participation of citizens in scientific and research activities@@ with leading research institutions.",
milk reception operator,['follow verbal instructions'],['dairy manufacturing specifications'],"Take this sentence from a Job Posting.

""You have extensive experience in @@leading global projects@@ from an international consultancy firm a major international company or a major IT vendor and topped with significant experience of ##global project roll outs## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@follow verbal instructions@@, and for knowledge: ##dairy manufacturing specifications##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You have extensive experience in @@following verbal instructions@@ from an international consultancy firm, a major international company, or a major IT vendor, and topped with significant knowledge of ##dairy manufacturing specifications##.",
fiscal affairs policy officer,"['analyse market financial trends', 'perform market research']",[],"Take this sentence from a Job Posting.

""Your jobwill be to @@design scalable software architecture@@ helping @@ensure modern and cost-efficient systems and technologies@@ that meet service agreements .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@analyse market financial trends@@, @@perform market research@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Your job will be to @@analyse market financial trends@@ helping @@perform market research@@ that meet service agreements.,
medical laboratory manager,"['manage health and safety standards', 'maintain healthcare user data confidentiality', 'arrange equipment repairs']",[],"Take this sentence from a Job Posting.

""@@engage in the university’s external academic activities as well as knowledge and technology transfer@@ @@Provide research-based teaching@@ The professor is also required to possess good @@interpersonal and communicative skills@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage health and safety standards@@, @@maintain healthcare user data confidentiality@@, @@arrange equipment repairs@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""The professor is required to @@manage health and safety standards@@ in the university’s external academic activities, including knowledge and technology transfer. They must also @@maintain healthcare user data confidentiality@@ and have the ability to @@arrange equipment repairs@@ when necessary.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""@@Manage health and safety standards@@ in the university’s external academic activities as well as knowledge and technology transfer @@Maintain healthcare user data confidentiality@@ The professor is also required to possess good @@arrange equipment repairs@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
offshore renewable energy plant operator,['maintain records of maintenance interventions'],"['printing techniques', 'maintenance operations', ' software specifications', 'cloud technologies']","Take this sentence from a Job Posting.

""Additionally you will @@coordinate the work between multi-functional teams@@ including ##feasibility## and ##concept studies## ##detailed design## and ##follow-up## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@maintain records of maintenance interventions@@, and for knowledge: ##printing techniques##, ##maintenance operations##, ## software specifications##, ##cloud technologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Additionally you will @@maintain records of maintenance interventions@@ including ##printing techniques##, ##maintenance operations##, ##software specifications## and ##cloud technologies##.",
embroidery machine operator,"['sew textile-based articles', 'decorate textile articles']",[],"Take this sentence from a Job Posting.

""You @@produce high-quality work@@ under tight deadlines and always @@go the extra mile@@ when it is needed .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@sew textile-based articles@@, @@decorate textile articles@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You @@sew textile-based articles@@ under tight deadlines and always @@decorate textile articles@@ when it is needed.,
computer numerical control machine operator,[],['JavaScript'],"Take this sentence from a Job Posting.

""Applications should contain the following elements: A 1-page description of your background and reasons for applying A CV A diploma for ##master degree## and all university transcripts documenting grades of passed courses .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##JavaScript##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We invite applicants to submit the following documents: a one-page narrative detailing your background and motivation for applying, a comprehensive CV, proof of your ##JavaScript## proficiency such as a diploma, and all university transcripts showcasing the grades of your successfully completed courses.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Applications should contain the following elements: A 1-page description of your background and reasons for applying, a CV, a diploma for ##JavaScript## and all university transcripts documenting grades of passed courses.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
industrial quality manager,[],"['industrial software', 'quality standards', 'industrial design']","Take this sentence from a Job Posting.

""##Chemical Engineering## ##Mechanical Engineering## or ##HSE## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##industrial software##, ##quality standards##, ##industrial design##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","##Industrial Software##, ##Quality Standards## or ##Industrial Design##.",
import export specialist in wood and construction materials,[],['wood products'],"Take this sentence from a Job Posting.

""It is assumed that applicants have received supervision and training in ##university education## and have received a positive written assessment of their teaching qualifications .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##wood products##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",It is assumed that applicants have received supervision and training in ##wood products## and have received a positive written assessment of their qualifications.,
mathematics teacher at secondary school,"[""consult student's support system""]",[],"Take this sentence from a Job Posting.

""Cooperation in cross-functional project teams with great opportunities to influence the daily work Participation in @@developing the Mechanical competence@@ area ensuring <ORGANIZATION> is up-to-date on relevant standards best practices and tools .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@consult student's support system@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Cooperation in cross-functional project teams with great opportunities to influence the daily work Participation in @@consulting student's support system@@ ensuring <ORGANIZATION> is up-to-date on relevant standards best practices and tools.,
flowers and plants distribution manager,[],"['freight transport methods', 'flower and plant products', 'supply chain management']","Take this sentence from a Job Posting.

""The main research topic will be the ##theoretical study of models## with ##topological order in low-dimensional many-body systems## including both ##solid state and ultracold atom setups## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##freight transport methods##, ##flower and plant products##, ##supply chain management##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",The main focus will be the ##freight transport methods## with ##flower and plant products## including both ##supply chain management##.,
fuel station manager,['adhere to organisational guidelines'],[],"Take this sentence from a Job Posting.

""Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@establish a bi-/ multispecific antibody platform@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@adhere to organisational guidelines@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@adhere to organisational guidelines@@.,
lift technician,['assist people trapped in confined spaces'],[],"Take this sentence from a Job Posting.

""Finally you assist in @@resolving and following up on engineering issues@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@assist people trapped in confined spaces@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Finally you assist in @@assisting people trapped in confined spaces@@.,
construction general supervisor,"['advise on construction materials', 'liaise with financiers', 'recruit employees', 'plan allocation of space', 'plan shifts of employees', 'manage contracts']",[],"Take this sentence from a Job Posting.

""You @@enjoy collaboration@@ are @@curious@@ and @@creative@@ and you are @@open for input@@ but also @@persistent@@ and @@not afraid to take an unpopular discussion@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@advise on construction materials@@, @@liaise with financiers@@, @@recruit employees@@, @@plan allocation of space@@, @@plan shifts of employees@@, @@manage contracts@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You @@advise on construction materials@@, are @@liaise with financiers@@ and @@recruit employees@@, and you are @@plan allocation of space@@ but also @@plan shifts of employees@@ and @@manage contracts@@.",
heating technician,[],"['geothermal energy systems', 'combined heat and power generation', 'domestic cooling systems']","Take this sentence from a Job Posting.

""The specific projects for the candidate will be of his/hers own choice as long as they are within ##methods development## related to ##ancestral population genomics## and ##CoalHMMs## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##geothermal energy systems##, ##combined heat and power generation##, ##domestic cooling systems##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",The specific projects for the candidate will be of his/hers own choice as long as they are within ##geothermal energy systems## related to ##combined heat and power generation## and ##domestic cooling systems##.,
rigging supervisor,"['use measurement instruments', 'react to events in time-critical environments']","['rigging terminology', 'crane load charts']","Take this sentence from a Job Posting.

""Also you have an understanding of ##industrial feed## and ##hygienic food processing## and are prepared to @@participate in on-site tests commissioning@@ and @@trouble-shooting@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use measurement instruments@@, @@react to events in time-critical environments@@, and for knowledge: ##rigging terminology##, ##crane load charts##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Also you have an understanding of ##rigging terminology## and ##crane load charts## and are prepared to @@use measurement instruments@@ and @@react to events in time-critical environments@@.,
medicine lecturer,"['speak different languages', 'assist students in their learning']",[],"Take this sentence from a Job Posting.

""You are @@motivated@@ and have the ability to @@strive towards technically and financially optimal solutions@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@speak different languages@@, @@assist students in their learning@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are @@speak different languages@@ and have the ability to @@assist students in their learning@@.,
localiser,"['follow translation quality standards', 'provide written content']",[],"Take this sentence from a Job Posting.

""The position You will be responsible for ensuring the successful execution of the 2025 Global Finance Strategy through @@driving both content development and strategic initiatives@@ as well as @@coordinating activities@@ across the global priorities of the Global Finance Strategy .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@follow translation quality standards@@, @@provide written content@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",The position You will be responsible for ensuring the successful execution of the 2025 Global Finance Strategy through @@follow translation quality standards@@ and @@provide written content@@ as well as coordinating activities across the global priorities of the Global Finance Strategy.,
sawmill operator,['conduct routine machinery checks'],['wood cuts'],"Take this sentence from a Job Posting.

""Are you able to @@operate drive and develop highly potential markets@@ for one of the fastest growing design trading-houses in the ##furniture industry?## Then you might be the Sales Manager we are looking for! <ORGANIZATION> <ORGANIZATION> offers you a challenging possibility to develop the global market position of our company supported by a unique product line with great growth potential .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@conduct routine machinery checks@@, and for knowledge: ##wood cuts##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Are you able to @@conduct routine machinery checks@@ for one of the fastest growing design trading-houses in the ##wood cuts## industry? Then you might be the Sales Manager we are looking for! <ORGANIZATION> <ORGANIZATION> offers you a challenging possibility to develop the global market position of our company supported by a unique product line with great growth potential.,
engineered wood board grader,"['record survey data', 'record test data', 'grade engineered wood', 'oversee quality control', 'define quality standards', 'apply health and safety standards']",[],"Take this sentence from a Job Posting.

""Teacher with that something extra and experience from @@developing learning materials@@ The right candidate for us is @@value driven@@ @@energized@@ and characterised by @@personal integrity@@ and has an ability to @@collaborate@@ and @@communicate clearly with people@@ at all levels of the organization .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@record survey data@@, @@record test data@@, @@grade engineered wood@@, @@oversee quality control@@, @@define quality standards@@, @@apply health and safety standards@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking a Teacher who brings something extra to the table, with experience in recording survey data. The ideal candidate should be proficient in recording test data, grading engineered wood, and overseeing quality control. They should also have the ability to define quality standards and apply health and safety standards across all levels of the organization.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Teacher with that something extra and experience from @@record survey data@@ The right candidate for us is @@record test data@@ @@grade engineered wood@@ and characterised by @@oversee quality control@@ and has an ability to @@define quality standards@@ and @@apply health and safety standards@@ at all levels of the organization.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
labour relations officer,['monitor company policy'],['government policy implementation'],"Take this sentence from a Job Posting.

""@@Develops a thorough understanding of the clients needs@@ <ORGANIZATION> contractual obligations and related ##IT Security Risk## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@monitor company policy@@, and for knowledge: ##government policy implementation##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Monitors company policy@@ <ORGANIZATION> contractual obligations and related ##government policy implementation##.,
textile colourist,"['develop textile colouring recipes', 'draw sketches to develop textile articles using softwares']",[],"Take this sentence from a Job Posting.

""You have been @@acting at the intersection between business and IT@@ and demonstrated that you @@translated business pain points into business value-adding solutions@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@develop textile colouring recipes@@, @@draw sketches to develop textile articles using softwares@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have been @@developing textile colouring recipes@@ and demonstrated that you @@draw sketches to develop textile articles using softwares@@.,
reprographics technician,['manage offset printing process'],[],"Take this sentence from a Job Posting.

""While implementing you will @@train the local authors in writing good articles@@ and using the askHR backend .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage offset printing process@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",While implementing you will @@manage offset printing process@@ and using the askHR backend.,
waste management officer,"['train staff on recycling programs', 'apply organisational techniques']",[],"Take this sentence from a Job Posting.

""@@Driving and securing progress@@ with the mindset of always @@maximizing the value of the product and the work done on the product@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@train staff on recycling programs@@, @@apply organisational techniques@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Train staff on recycling programs@@ with the mindset of always @@applying organisational techniques@@ to maximize the value of the product and the work done on the product.,
network marketer,"['sell products', 'deliver a sales pitch', 'use different communication channels', 'prospect new customers', 'respond to enquiries', 'identify new business opportunities', 'perform market research']","['communication', 'advertising techniques', 'content marketing strategy', 'product comprehension']","Take this sentence from a Job Posting.

""@@Fully document and update the operational procedures@@ around the application including: environment @@setup standard policies and procedures best practices@@ @@troubleshooting@@ and all specific information related to ongoing support and maintenance of the applications @@Analyse support requests for root cause@@ @@determine preventive actions@@ and @@outline change recommendations@@ @@Conduct incident and problem investigation@@ related to the business applications The qualifications you need You have an ##academic degree## in ##Computer Science## ##Software Engineering## or similar and preferably experience from ##trading environments/applications## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@sell products@@, @@deliver a sales pitch@@, @@use different communication channels@@, @@prospect new customers@@, @@respond to enquiries@@, @@identify new business opportunities@@, @@perform market research@@, and for knowledge: ##communication##, ##advertising techniques##, ##content marketing strategy##, ##product comprehension##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","@@Sell products@@ and @@deliver a sales pitch@@ around the application including: environment @@use different communication channels@@, standard policies and procedures best practices, @@prospect new customers@@, and all specific information related to ongoing support and maintenance of the applications. @@Respond to enquiries@@ for root cause, @@identify new business opportunities@@, and @@perform market research@@. @@Conduct incident and problem investigation@@ related to the business applications. The qualifications you need: You have an ##academic degree## in ##communication##, ##advertising techniques##, or similar and preferably experience from ##content marketing strategy/product comprehension##.",
environmental protection manager,"['integrate strategic foundation in daily performance', 'develop environmental policy']",[],"Take this sentence from a Job Posting.

""We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@planning@@ and @@coordination@@ in the position .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@integrate strategic foundation in daily performance@@, @@develop environmental policy@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking a Warehouse Logistics Planner for maternity cover who can effectively @@integrate strategic foundation in daily performance@@ and is skilled at @@developing environmental policy@@.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@integrate strategic foundation in daily performance@@ and @@develop environmental policy@@ in the position.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
pneumatic engineering technician,[],['mathematics'],"Take this sentence from a Job Posting.

""We expect you to: * Hold a relevant ##B.Sc## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##mathematics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We expect you to: * Hold a relevant ##mathematics## degree.,
level crossing signalperson,['operate railway switches'],[],"Take this sentence from a Job Posting.

""@@Provides security reports@@ to the client and the <ORGANIZATION> account according to <ORGANIZATION> standards and contractual commitments .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@operate railway switches@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Operates railway switches@@ for the client and the <ORGANIZATION> account according to <ORGANIZATION> standards and contractual commitments.,
warfare specialist,[],['military combat techniques'],"Take this sentence from a Job Posting.

""The file must include: A letter motivating the application ( cover letter ) Curriculum vitae Grade transcripts and ##BSc/MSc diploma## ( an official translation into English ) Excel sheet with translation of grades to the Danish grading system ( see guidelines and excel spreadsheet here ) a personal statement ( up to 2 pages ) about the applicants experience interests and career goals""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##military combat techniques##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We require the following documents for your application: A cover letter explaining your motivation for applying, your Curriculum Vitae, and grade transcripts. If applicable, please include your knowledge of ##military combat techniques##, translated officially into English. Additionally, we need an Excel sheet translating your grades into the Danish grading system (guidelines and spreadsheet provided). Lastly, please provide a personal statement, up to 2 pages long, detailing your experience, interests, and career goals.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""The file must include: A letter motivating the application ( cover letter ) Curriculum vitae Grade transcripts and ##military combat techniques## ( an official translation into English ) Excel sheet with translation of grades to the Danish grading system ( see guidelines and excel spreadsheet here ) a personal statement ( up to 2 pages ) about the applicants experience interests and career goals""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
geologist,[],['logging'],"Take this sentence from a Job Posting.

""Participating in ##quotation tasks## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##logging##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Participating in ##logging##.,
kennel supervisor,[],['anatomy of animals'],"Take this sentence from a Job Posting.

""You speak and write ##English## fluently .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##anatomy of animals##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You understand and can explain the ##anatomy of animals## fluently.,
glass-blower,['create artwork'],[],"Take this sentence from a Job Posting.

""You have very strong @@analytics skills@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@create artwork@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have a very strong ability to @@create artwork@@.,
model maker,['use digital illustration techniques'],[],"Take this sentence from a Job Posting.

""Works with the audit team to @@ensure progress on any identified security compliance revision or audit findings@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use digital illustration techniques@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Works with the creative team to @@use digital illustration techniques@@.,
secondary school teacher,"['arrange parent teacher meeting', 'instruct in sport', 'use IT tools']","['classical languages', 'acoustics', 'assessment processes', 'genetics', 'breathing techniques', 'physics', 'types of paint', 'evolutionary biology', 'ethnolinguistics', 'language teaching methods', 'metaphysics', ' software specifications', 'office software', 'periodisation', 'computer technology', 'copyright legislation', 'features of sporting equipment']","Take this sentence from a Job Posting.

""##feasibility studies## ##business cases## and ##value proposition## according to ##product development process## What do I need to qualify for this job? You have a ##master's degree## in ##engineering## ##science## or similar and have a strong commercial foundation combined with demonstrated ##technical understanding## You have relevant ##management## experience in ##PLM## and proven good @@management@@ skills You have knowledge and experience in ##power generation design and operation## preferably from the ##wind industry## ##utilities system operators## or ##energy products## You have experience in a strategy related environment You have a proven track record of @@releasing digital products into the market@@ in an ##agile## manner ( would be advantageous ) You possess strong @@leadership@@ skills You have solid experience with both ##commercial and technical risk management## and are familiar with ##change management## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@arrange parent teacher meeting@@, @@instruct in sport@@, @@use IT tools@@, and for knowledge: ##classical languages##, ##acoustics##, ##assessment processes##, ##genetics##, ##breathing techniques##, ##physics##, ##types of paint##, ##evolutionary biology##, ##ethnolinguistics##, ##language teaching methods##, ##metaphysics##, ## software specifications##, ##office software##, ##periodisation##, ##computer technology##, ##copyright legislation##, ##features of sporting equipment##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are looking for a candidate with a strong foundation in ##Classical languages##, ##acoustics##, and ##assessment processes##, with a particular focus on ##genetics##. The ideal candidate will hold a ##master's degree## in a field related to ##breathing techniques## or ##physics##, and will have a solid understanding of ##types of paint##. 

Experience in ##evolutionary biology## and ##ethnolinguistics## is highly desirable, as is the ability to @@arrange parent teacher meetings@@. We are particularly interested in candidates who have knowledge of ##language teaching methods##, preferably gained in the ##metaphysics##, ##software specifications##, or ##office software## sectors. 

The successful candidate will have a proven track record of @@instructing in sport@@, ideally in a ##periodisation## manner. Strong @@use IT tools@@ skills are essential, as is experience with both ##computer technology## and ##copyright legislation##. Familiarity with ##features of sporting equipment## would be advantageous.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""##Classical languages##, ##acoustics##, and ##assessment processes## according to ##genetics## What do I need to qualify for this job? You have a ##master's degree## in ##breathing techniques##, ##physics## or similar and have a strong commercial foundation combined with demonstrated ##types of paint##. You have relevant ##evolutionary biology## experience in ##ethnolinguistics## and proven good @@arrange parent teacher meeting@@ skills. You have knowledge and experience in ##language teaching methods##, preferably from the ##metaphysics##, ##software specifications## or ##office software##. You have experience in a strategy related environment. You have a proven track record of @@instructing in sport@@ in an ##periodisation## manner (would be advantageous). You possess strong @@use IT tools@@ skills. You have solid experience with both ##computer technology## and ##copyright legislation## and are familiar with ##features of sporting equipment##.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
import export manager in live animals,['conduct performance measurement'],['international import export regulations'],"Take this sentence from a Job Posting.

""Together with rest of the team you @@will design develop and test ways of utilizing the power of ##Blockchain## technology@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@conduct performance measurement@@, and for knowledge: ##international import export regulations##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Together with the rest of the team, you @@will conduct performance measurement@@ of ways to navigate the complexities of ##international import export regulations##.",
