occupation_name,skills,knowledge,prompt,results,rephrase_prompts
green  consultant,"['provide  consulting advice', 'define technical requirements']","['emergent technologies', 'hardware components suppliers']","Take this sentence from a Job Posting.

""You will use your skills to actively participate in ##design implementation## and release of new features while @@ensuring minimal service disruption@@ by @@using existing and new ##CI/CD## components@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@provide  consulting advice@@, @@define technical requirements@@, and for knowledge: ##emergent technologies##, ##hardware components suppliers##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will use your skills to @@provide consulting advice@@ and actively participate in ##emergent technologies## and release of new features while @@defining technical requirements@@ by @@using existing and new ##hardware components suppliers##.,
industrial mobile devices software developer,['use functional programming'],"['computer programming', 'Groovy']","Take this sentence from a Job Posting.

""* Experience @@working with ##time-series data platforms##@@ like ##Prometheus## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use functional programming@@, and for knowledge: ##computer programming##, ##Groovy##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* Experience @@using functional programming@@ with ##computer programming## platforms like ##Groovy##.,
 system administrator,['provide  system training'],[],"Take this sentence from a Job Posting.

""General Responsibilities: @@Conduct threat hunting operations@@ in <ORGANIZATION> One’s most complex and critical environments .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@provide  system training@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",General Responsibilities: @@Provide system training@@ in <ORGANIZATION> One’s most complex and critical environments.,
web developer,[],"['Haskell', 'Common Lisp', 'Sass', 'Prolog (computer programming)', 'Xcode', 'Objective-C', 'JavaScript Framework', 'Pascal (computer programming)']","Take this sentence from a Job Posting.

""• Experience using ##Spring Boot## ##Spring Cloud## ##ORM## ##JUnit## ##Maven## ##Jenkins## ##Messaging## and ##Caching##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Haskell##, ##Common Lisp##, ##Sass##, ##Prolog (computer programming)##, ##Xcode##, ##Objective-C##, ##JavaScript Framework##, ##Pascal (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","• Experience using ##Haskell##, ##Common Lisp##, ##Sass##, ##Prolog (computer programming)##, ##Xcode##, ##Objective-C##, ##JavaScript Framework##, and ##Pascal (computer programming)##",
digital games tester,['manage schedule of tasks'],[],"Take this sentence from a Job Posting.

""You will join a software development team where you will work in an extremely fast paced and challenging environment @@developing large scale and high-volume systems@@ at the heart of <ORGANIZATION> OTT platform .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage schedule of tasks@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will join a software development team where you will work in an extremely fast paced and challenging environment @@managing the schedule of tasks@@ at the heart of <ORGANIZATION> OTT platform.,
industrial mobile devices software developer,[],"['Ruby (computer programming)', 'tools for software configuration management', 'ML (computer programming)']","Take this sentence from a Job Posting.

""##cloud## ##java## ##design##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Ruby (computer programming)##, ##tools for software configuration management##, ##ML (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Ruby (computer programming)## ##tools for software configuration management## ##ML (computer programming)##,
 change and configuration manager,"['develop automated migration methods', 'perform project management', 'apply operations for an ITIL-based environment']",[],"Take this sentence from a Job Posting.

""An ability to @@deliver to high standards@@ is essential as is the ability to @@work within our team’s road map@@ when @@making technical decisions@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@develop automated migration methods@@, @@perform project management@@, @@apply operations for an ITIL-based environment@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",An ability to @@develop automated migration methods@@ is essential as is the ability to @@perform project management@@ when @@applying operations for an ITIL-based environment@@.,
software developer,[],"['ASP.NET', 'Swift (computer programming)']","Take this sentence from a Job Posting.

""About You: You will be an established Developer-in-Test with extensive ##Python## and ##test automation tools## skills ideally having spent some time in your career as an agile software developer .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##ASP.NET##, ##Swift (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",About You: You will be an established Developer-in-Test with extensive ##ASP.NET## and ##Swift (computer programming)## skills ideally having spent some time in your career as an agile software developer.,
 integration tester,[],['Lean project management'],"Take this sentence from a Job Posting.

""One or more ##cyber security## related professional certifications""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Lean project management##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",One or more ##Lean project management## related professional certifications,
 business analyst,[],['legal requirements of  products'],"Take this sentence from a Job Posting.

""* ##BS/BA degree## or equivalent experience""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##legal requirements of  products##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* ##Legal requirements of products## or equivalent experience,
software architect,[],"['STAF', 'Ansible', 'VBScript']","Take this sentence from a Job Posting.

""##java## ##cloud## ##testing##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##STAF##, ##Ansible##, ##VBScript##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##STAF## ##Ansible## ##VBScript##,
IT auditor,['manage IT security compliances'],"['systems development life-cycle', ' quality policy', ' security standards', 'organisational resilience']","Take this sentence from a Job Posting.

""Experience with ##governance## ##risk## ##compliance## and ##security## matters including @@collaborating with internal and external parties during audits and other compliance related activities@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage IT security compliances@@, and for knowledge: ##systems development life-cycle##, ## quality policy##, ## security standards##, ##organisational resilience##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Experience with ##systems development life-cycle##, ##quality policy##, ##security standards##, and ##organisational resilience## matters including @@manage IT security compliances@@.",
industrial mobile devices software developer,"['use software design patterns', 'use object-oriented programming', 'develop software prototype', 'use automatic programming', 'analyse software specifications', 'adapt to changes in technological development plans']","['Ruby (computer programming)', 'CoffeeScript', 'Internet of Things']","Take this sentence from a Job Posting.

""What you'll do Wrap your head around our ##multi-tenant distributed and international web API service infrastructure## and push it to the next level @@Design develop and deploy ##backend## services@@ with focus on high availability low latency and scalability @@Collaborate closely with other engineers@@ ( frontend backend video and ops ) understand their needs and @@become a valued member of an autonomous cross - functional team@@ @@Take operational responsibility for the services@@ that are owned by your team @@Build and maintain admin interfaces@@ to @@make multi-tenancy business logic configuration accessible@@ for tenant-facing teams What you'll bring 4+ years of experience in any ##modern programming## language .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use software design patterns@@, @@use object-oriented programming@@, @@develop software prototype@@, @@use automatic programming@@, @@analyse software specifications@@, @@adapt to changes in technological development plans@@, and for knowledge: ##Ruby (computer programming)##, ##CoffeeScript##, ##Internet of Things##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","What you'll do Wrap your head around our ##Ruby (computer programming)## and ##CoffeeScript##, and push it to the next level @@use software design patterns@@ and @@use object-oriented programming@@ with focus on high availability, low latency and scalability @@develop software prototype@@ closely with other engineers (frontend, backend, video and ops), understand their needs and @@adapt to changes in technological development plans@@ @@become a valued member of an autonomous cross - functional team@@ @@Take operational responsibility for the services@@ that are owned by your team @@use automatic programming@@ and maintain admin interfaces to @@analyse software specifications@@ for tenant-facing teams What you'll bring 4+ years of experience in any ##Internet of Things##.",
 integration tester,[],[' debugging tools'],"Take this sentence from a Job Posting.

""##Node.js##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ## debugging tools##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Debugging tools##,
user interface developer,"['use software libraries', 'create flowchart diagram']",['human-computer interaction'],"Take this sentence from a Job Posting.

""You are able to @@deliver high quality code@@ and contribute your know-how by the way of ##code reviews## and @@technical discussions@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use software libraries@@, @@create flowchart diagram@@, and for knowledge: ##human-computer interaction##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are able to @@use software libraries@@ and contribute your know-how by the way of ##human-computer interaction## and @@create flowchart diagram@@.,
numerical tool and process control programmer,[],"['Smalltalk (computer programming)', 'ASP.NET', 'Python (computer programming)']","Take this sentence from a Job Posting.

""##BGP## ##OSPF## and other ##internal routing protocols##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Smalltalk (computer programming)##, ##ASP.NET##, ##Python (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","##Smalltalk (computer programming)##, ##ASP.NET## and other ##Python (computer programming)## related knowledge.",
computer vision engineer,"['conduct quantitative research', 'develop data processing applications']",[],"Take this sentence from a Job Posting.

""You'll be required to @@apply your depth of knowledge and expertise@@ to all aspects of the software development lifecycle as well as @@partner continuously with your many stakeholders@@ on a daily basis to stay focused on common goals .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@conduct quantitative research@@, @@develop data processing applications@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You'll be required to @@conduct quantitative research@@ to all aspects of the software development lifecycle as well as @@develop data processing applications@@ on a daily basis to stay focused on common goals.,
 auditor manager,"['use markup languages', 'coach employees', 'implement  safety policies', 'develop information security strategy', 'identify legal requirements']",[],"Take this sentence from a Job Posting.

""Responsibilities: @@Develop reusable testable high-performance and maintainable code;@@ @@Design implement and support multiple applications@@ across various platforms; @@Stay in-tune with the latest technologies;@@ @@Collaborate with other technical team members@@ to @@design implement quickly troubleshoot and resolve any critical issues@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use markup languages@@, @@coach employees@@, @@implement  safety policies@@, @@develop information security strategy@@, @@identify legal requirements@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Responsibilities: @@Use markup languages@@; @@Coach employees@@ across various platforms; @@Implement safety policies@@; @@Develop information security strategy@@ with other technical team members to @@Identify legal requirements@@ quickly troubleshoot and resolve any critical issues.,
 system integration consultant,['integrate system components'],[],"Take this sentence from a Job Posting.

""@@Participate in various audit control testing and other processes@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@integrate system components@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Integrate system components@@ in various audit control testing and other processes,
numerical tool and process control programmer,[],['Objective-C'],"Take this sentence from a Job Posting.

""Where you will be working with a modern cloud based ( ##AWS )## tech stack alongside our talented team of engineers reviewing all of our world class products across our diverse brands ensuring their protection .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Objective-C##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Where you will be working with a modern tech stack ( ##Objective-C## ) alongside our talented team of engineers reviewing all of our world class products across our diverse brands ensuring their protection.,
IT auditor,['inform on safety standards'],[],"Take this sentence from a Job Posting.

""You will @@work closely alongside other software developers@@ and DevOps software engineers in the FIRE and wider SDO teams .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@inform on safety standards@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be responsible for @@informing on safety standards@@ to DevOps software engineers within both the FIRE and wider SDO teams.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""You will @@inform on safety standards@@ and DevOps software engineers in the FIRE and wider SDO teams.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
 quality assurance manager,['implement strategic planning'],[],"Take this sentence from a Job Posting.

""• Should be able to @@work both individually and collaboratively in teams@@ in order to achieve project goals .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@implement strategic planning@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",• Should be able to @@implement strategic planning@@ both individually and collaboratively in teams in order to achieve project goals.,
database designer,['apply technical communication skills'],[],"Take this sentence from a Job Posting.

""You will have a great opportunity @@to shape a complex infrastructure@@ that enables data-driven development across the whole organization .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@apply technical communication skills@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will have a great opportunity @@to apply technical communication skills@@ that enables data-driven development across the whole organization.,
search engine optimisation expert,[],"['digital marketing techniques', 'content marketing strategy']","Take this sentence from a Job Posting.

""##HTML5## ##CSS3##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##digital marketing techniques##, ##content marketing strategy##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Digital marketing techniques## ##Content marketing strategy##,
 network architect,"['forecast future  network needs', 'safeguard online privacy and identity', 'define  network design policies']",['organisational resilience'],"Take this sentence from a Job Posting.

""Experience with ##agile## ways of working Ability to be @@pragmatic@@ @@get things done@@ and @@pick up new tools and technologies quickly@@ Someone already located in <LOCATION> We believe that by providing autonomy and freedom to our teams we will get the best results .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@forecast future  network needs@@, @@safeguard online privacy and identity@@, @@define  network design policies@@, and for knowledge: ##organisational resilience##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Experience with ##organisational resilience## Ability to @@forecast future network needs@@, @@safeguard online privacy and identity@@, and @@define network design policies@@ Someone already located in <LOCATION> We believe that by providing autonomy and freedom to our teams we will get the best results.",
user interface developer,"['use logic programming', 'draw design sketches']",[],"Take this sentence from a Job Posting.

""Visa information will be discussed in more depth with applicants selected for interview Job benefits: 30 days of annual leave + bank holidays Competitive salaries and allowances ( non-resident / family / child ) Comprehensive international health insurance for yourself + dependents Visa exemption for international candidates Flexible working and remote onboarding Access to exceptional technical infrastructure Subsidised gym and cafeteria + free shuttle bus On-site nursery + child sick leave days Paid career development and training Casual dress code Company description: A career at <ORGANIZATION> allows you to @@explore new ideas and technologies@@ and to @@collaborate with people with very different professional backgrounds@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use logic programming@@, @@draw design sketches@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",A career at <ORGANIZATION> allows you to @@use logic programming@@ and to @@draw design sketches@@ with people with very different professional backgrounds.,
database integrator,[],"['business intelligence', 'database', 'IBM Informix']","Take this sentence from a Job Posting.

""##Information Technology## ##Newspapers## ##Publishing##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##business intelligence##, ##database##, ##IBM Informix##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Business Intelligence## ##Database## ##IBM Informix##,
data analyst,"['normalise data', 'execute analytical mathematical calculations']",[],"Take this sentence from a Job Posting.

""You will be @@collaborating with a number of external collaborators@@ to @@ensure this multi-faceted system’s delivery is to internal specifications and requirements@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@normalise data@@, @@execute analytical mathematical calculations@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be @@normalising data@@ with a number of external collaborators to @@execute analytical mathematical calculations@@ ensuring this multi-faceted system’s delivery is to internal specifications and requirements.,
 accessibility tester,['use markup languages'],['AJAX'],"Take this sentence from a Job Posting.

""You will be working in an end-to-end cross-functional team being responsible for @@implementing and promoting all ##QA## relevant topics@@ on team level .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use markup languages@@, and for knowledge: ##AJAX##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be working in an end-to-end cross-functional team being responsible for @@using markup languages@@ and promoting all ##AJAX## relevant topics on team level.,
system configurator,['create flowchart diagram'],[],"Take this sentence from a Job Posting.

""@@Understand and communicate the scale capacity security performance attributes and requirements of the service and technology stack@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@create flowchart diagram@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Create flowchart diagram@@ and communicate the scale capacity security performance attributes and requirements of the service and technology stack.,
data quality specialist,"['define data quality criteria', 'execute  audits']","['MDX', 'visual presentation techniques', 'XQuery', 'database', 'SPARQL', 'statistics', 'LDAP', 'LINQ', 'data quality assessment', 'N1QL']","Take this sentence from a Job Posting.

""This role requires a wide variety of strengths and capabilities including: * ##BS/BA degree## or equivalent experience * Expertise in ##application data## and ##infrastructure architecture## disciplines * Advanced knowledge of ##architecture design## across all systems * Proficiency in multiple ##modern programming languages *## Knowledge of ##industry wide technology trends and best practices *## Keen understanding of ##financial control## and ##budget management *## Ability to @@work in large collaborative teams@@ to achieve organizational goals and passionate about @@building an innovative culture *@@ Advanced knowledge of ##software architecture## and ##domain driven design principles## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@define data quality criteria@@, @@execute  audits@@, and for knowledge: ##MDX##, ##visual presentation techniques##, ##XQuery##, ##database##, ##SPARQL##, ##statistics##, ##LDAP##, ##LINQ##, ##data quality assessment##, ##N1QL##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",This role requires a wide variety of strengths and capabilities including: * ##MDX## or equivalent experience * Expertise in ##visual presentation techniques## and ##XQuery## disciplines * Advanced knowledge of ##database## across all systems * Proficiency in multiple ##SPARQL## and ##statistics## * Knowledge of ##LDAP## and ##LINQ## trends and best practices * Keen understanding of ##data quality assessment## and ##N1QL## * Ability to @@define data quality criteria@@ to achieve organizational goals and passionate about @@executing audits@@ * Advanced knowledge of ##software architecture## and ##domain driven design principles##.,
database designer,[],['OpenEdge Advanced Business Language'],"Take this sentence from a Job Posting.

""Experience working with ##testing tools and frameworks##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##OpenEdge Advanced Business Language##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience working with ##OpenEdge Advanced Business Language##,
 auditor manager,[],"['information confidentiality', 'legal requirements of  products']","Take this sentence from a Job Posting.

""You are fluent in ##English## and willing to learn ##German##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##information confidentiality##, ##legal requirements of  products##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are proficient in maintaining ##information confidentiality## and willing to learn about the ##legal requirements of products##.,
 auditor manager,['ensure information privacy'],[],"Take this sentence from a Job Posting.

""You will be involved in the @@design and development ( end to end ) of key components@@ of the <ORGANIZATION> infrastructure and FIRE service .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@ensure information privacy@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be involved in @@ensuring information privacy@@ of the <ORGANIZATION> infrastructure and FIRE service.,
software analyst,['use an application-specific interface'],[],"Take this sentence from a Job Posting.

""Collaborate with program/project managers to @@develop milestones and deliverables@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use an application-specific interface@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Collaborate with program/project managers to @@use an application-specific interface@@.,
software developer,['use logic programming'],[],"Take this sentence from a Job Posting.

""@@Troubleshoot daily data processing issues@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use logic programming@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Use logic programming@@ to resolve daily data processing issues.,
 capacity planner,"['deploy  systems', 'perform  troubleshooting']",[],"Take this sentence from a Job Posting.

""You as an important decision maker @@work together with all departments@@ of the company to @@ensure everybody has the tools they need to maximize their productivity@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@deploy  systems@@, @@perform  troubleshooting@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You as an important decision maker @@deploy systems@@ in all departments of the company to @@perform troubleshooting@@ and ensure everybody has the tools they need to maximize their productivity.,
data warehouse designer,"['use markup languages', 'write database documentation', 'identify software for warehouse management', 'design database in the cloud', 'create database diagrams', 'create data sets', 'design database backup specifications', 'apply technical communication skills', ""respond to customers' inquiries"", 'manage standards for data exchange', 'define technical requirements', 'build business relationships', 'design user interface']","['Haskell', 'SAS language', 'Visual Studio .NET', 'Java (computer programming)', 'Prolog (computer programming)', 'OpenEdge Advanced Business Language', 'JavaScript', 'Microsoft Access', 'XQuery', 'Perl', 'PHP', 'database', 'TripleStore', ' security legislation', 'business process modelling', 'Objective-C', 'AJAX', ' project management methodologies', 'systems theory', 'Lean project management', 'ABAP', 'data models']","Take this sentence from a Job Posting.

""Responsibilities and Duties @@Design and build advanced applications@@ for the ##iOS## platform @@Collaborate with cross-functional teams@@ to @@define design and ship features@@ @@Work with outside data sources and API's@@ Work on @@bug fixing@@ and @@improving application performance@@ @@Continuously discover evaluate and implement new technologies@@ Qualifications and Skills Experience @@building commercial products for <ORGANIZATION> platforms ##MS@@ or BS in Computer Science## Good written and spoken ##English## Strong understanding of ##Computer Science## fundamentals Deep practical knowledge of ##iOS SDK## understanding of ##iOS app architecture## ##official platform recommendations## ##native platform tools and techniques## Practical experience with ##Swift## and ##Objective-C## Strong ##OOP/OOAD## background and ability to apply it in practice ##Performance analysis## and ##optimization techniques## fluency with ##performance analysis tools## Earnest warrior for high-quality stable and future-proof code Courage to @@take on a wide variety of ##i OS## development tasks:@@ from ##UI layout## ##asynchronous programming## to ##low level hardware-related tasks## Ability and desire to @@write unit tests@@ Experience with ##IoT## ##video streaming## ##peer-to-peer## ##Bluetooth## is a plus Proactive @@problem-solving@@ habits and @@engineering mindset We@@ offer multiple benefits that include @@Working on impactful security products@@ and the opportunity to use them personally Competitive salary and perks PE accounting and support WFH and remote working mode possibility .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use markup languages@@, @@write database documentation@@, @@identify software for warehouse management@@, @@design database in the cloud@@, @@create database diagrams@@, @@create data sets@@, @@design database backup specifications@@, @@apply technical communication skills@@, @@respond to customers' inquiries@@, @@manage standards for data exchange@@, @@define technical requirements@@, @@build business relationships@@, @@design user interface@@, and for knowledge: ##Haskell##, ##SAS language##, ##Visual Studio .NET##, ##Java (computer programming)##, ##Prolog (computer programming)##, ##OpenEdge Advanced Business Language##, ##JavaScript##, ##Microsoft Access##, ##XQuery##, ##Perl##, ##PHP##, ##database##, ##TripleStore##, ## security legislation##, ##business process modelling##, ##Objective-C##, ##AJAX##, ## project management methodologies##, ##systems theory##, ##Lean project management##, ##ABAP##, ##data models##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""Responsibilities and Duties @@use markup languages@@ for the ##Haskell## platform @@Collaborate with cross-functional teams@@ to @@design database in the cloud@@ @@Work with outside data sources and API's@@ Work on @@create database diagrams@@ and @@create data sets@@ @@Continuously discover evaluate and implement new technologies@@ Qualifications and Skills Experience @@design database backup specifications@@ for <ORGANIZATION> platforms ##SAS language## or BS in ##Visual Studio .NET## Good written and spoken ##English## Strong understanding of ##Java (computer programming)## fundamentals Deep practical knowledge of ##Prolog (computer programming)## understanding of ##OpenEdge Advanced Business Language## ##official platform recommendations## ##JavaScript## and ##Microsoft Access## Practical experience with ##XQuery## and ##Perl## Strong ##PHP## background and ability to apply it in practice ##database## and ##TripleStore## fluency with ##security legislation## tools Earnest warrior for high-quality stable and future-proof code Courage to @@apply technical communication skills@@ on a wide variety of ##business process modelling## development tasks: from ##Objective-C## ##AJAX## to ##project management methodologies## Ability and desire to @@respond to customers' inquiries@@ Experience with ##systems theory## ##Lean project management## ##ABAP## is a plus Proactive @@manage standards for data exchange@@ habits and @@define technical requirements@@ We offer multiple benefits that include @@Working on impactful security products@@ and the opportunity to use them personally Competitive salary and perks PE accounting and support WFH and remote working mode possibility .""
",
 usability tester,['design user interface'],[],"Take this sentence from a Job Posting.

""Talent to @@work creatively and analytically in a problem-solving environment@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@design user interface@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Talent to @@design user interface@@ in a problem-solving environment,
 resilience manager,[],"['cloud security and compliance', ' process quality models']","Take this sentence from a Job Posting.

""##Agile## ( ##Scrum/Kanban )## Any full-stack experience""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cloud security and compliance##, ## process quality models##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Cloud security and compliance## ( ##process quality models## ) Any full-stack experience,
data analyst,['manage data'],['statistics'],"Take this sentence from a Job Posting.

""You have experience with @@building and maintaining a full-stack ##Node## application@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage data@@, and for knowledge: ##statistics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have experience with @@managing data@@ and a strong understanding of ##statistics##.,
 usability tester,[],['LINQ'],"Take this sentence from a Job Posting.

""Experience with high level ##software design/development## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##LINQ##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience with high level ##LINQ##.,
