occupation_name,skills,knowledge,prompt,results,original_sentences,original_results,rephrase_prompts
chief security officer,[],['communications protocols'],"Take this sentence from a Job Posting.

""At least 6 years of experience in ##software engineering##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##communications protocols##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",At least 6 years of experience in ##communications protocols##,"""At least 6 years of experience in ##software engineering##""",At least 6 years of experience in ##communications protocols##,
blockchain architect,[],"['systems development life-cycle', 'SaaS (service-oriented modelling)']","Take this sentence from a Job Posting.

""Development Team Delivery Manager ( Project and Quality ) <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-01-01 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Mid-Level Role: QA/Test Developer Technologies scrum ##qa## ##linux## Job description Fibre Only .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##systems development life-cycle##, ##SaaS (service-oriented modelling)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Development Team Delivery Manager ( Project and Quality ) <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-01-01 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Mid-Level Role: QA/Test Developer Technologies ##systems development life-cycle## ##SaaS (service-oriented modelling)## Job description Fibre Only .,"""Development Team Delivery Manager ( Project and Quality ) <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-01-01 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Mid-Level Role: QA/Test Developer Technologies scrum ##qa## ##linux## Job description Fibre Only .""",Development Team Delivery Manager ( Project and Quality ) <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-01-01 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Mid-Level Role: QA/Test Developer Technologies ##systems development life-cycle## ##SaaS (service-oriented modelling)## Job description Fibre Only .,
web developer,['implement front-end website design'],[],"Take this sentence from a Job Posting.

""@@Provide technical leadership through the complete lifecycle@@ of a hunt operation .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@implement front-end website design@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Implement front-end website design@@ through the complete lifecycle of a hunt operation.,"""@@Provide technical leadership through the complete lifecycle@@ of a hunt operation .""",@@Implement front-end website design@@ through the complete lifecycle of a hunt operation.,
network administrator,[],['network security risks'],"Take this sentence from a Job Posting.

""##Juniper Firewalls and Routers##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##network security risks##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##network security risks##,"""##Juniper Firewalls and Routers##""",##network security risks##,
software tester,[],"['software architecture models', 'performance analysis methods']","Take this sentence from a Job Posting.

""##design patterns## and ##. net unit testing framework##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##software architecture models##, ##performance analysis methods##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##software architecture models## and ##performance analysis methods##,"""##design patterns## and ##. net unit testing framework##""",##software architecture models## and ##performance analysis methods##,
software analyst,"['ensure compliance with legal requirements', 'analyse business processes', 'develop software prototype']",['hybrid model'],"Take this sentence from a Job Posting.

""You will @@work with the business@@ to @@define requirements@@ and have excellent @@communication skills@@ to interpret these into ##consolidated development scopes## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@ensure compliance with legal requirements@@, @@analyse business processes@@, @@develop software prototype@@, and for knowledge: ##hybrid model##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You will @@ensure compliance with legal requirements@@, @@analyse business processes@@, and @@develop software prototype@@, using your knowledge of the ##hybrid model##.","""You will @@work with the business@@ to @@define requirements@@ and have excellent @@communication skills@@ to interpret these into ##consolidated development scopes## .""","You will @@ensure compliance with legal requirements@@, @@analyse business processes@@, and @@develop software prototype@@, using your knowledge of the ##hybrid model##.",
web developer,[],['Xcode'],"Take this sentence from a Job Posting.

""Excellent judgment in influence for ##product roadmap direction features and priorities## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Xcode##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Excellent judgment is required for influencing the direction, features, and priorities of ##Xcode##.","""Excellent judgment in influence for ##product roadmap direction features and priorities## .""",Excellent judgment in influence for ##Xcode## direction features and priorities.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Excellent judgment in influence for ##Xcode## direction features and priorities.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
embedded systems security engineer,"['use software libraries', 'develop creative ideas']",[],"Take this sentence from a Job Posting.

""Ability to @@set priorities@@ @@meet timelines and company objectives@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use software libraries@@, @@develop creative ideas@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Ability to @@use software libraries@@, @@develop creative ideas@@.","""Ability to @@set priorities@@ @@meet timelines and company objectives@@ .""","Ability to @@use software libraries@@, @@develop creative ideas@@.",
software tester,[],"['Microsoft Visual C++', 'Pascal (computer programming)']","Take this sentence from a Job Posting.

""Knowledge of ##data flow## and ##telemetry design deployment and operation## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Microsoft Visual C++##, ##Pascal (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Knowledge of ##Microsoft Visual C++## and ##Pascal (computer programming) deployment and operation##.,"""Knowledge of ##data flow## and ##telemetry design deployment and operation## .""",Knowledge of ##Microsoft Visual C++## and ##Pascal (computer programming) deployment and operation##.,
business analyst,['provide cost benefit analysis reports'],"['business process modelling', 'business strategy concepts']","Take this sentence from a Job Posting.

""@@Identifies and implements complex solutions@@ to understanding of ##load balancing technologies## and experience with ##development in programming languages databases and big data stores and container technologies## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@provide cost benefit analysis reports@@, and for knowledge: ##business process modelling##, ##business strategy concepts##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Provides cost benefit analysis reports@@ to understanding of ##business process modelling## and experience with ##business strategy concepts##.,"""@@Identifies and implements complex solutions@@ to understanding of ##load balancing technologies## and experience with ##development in programming languages databases and big data stores and container technologies## .""",@@Provides cost benefit analysis reports@@ to understanding of ##business process modelling## and experience with ##business strategy concepts##.,
accessibility tester,['report test findings'],[],"Take this sentence from a Job Posting.

""@@Work closely with your team@@ product managers marketing leads and VP of Growth to have a continuous pipeline of hypotheses and ideas to work on .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@report test findings@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","@@Report test findings@@ to product managers, marketing leads, and VP of Growth to have a continuous pipeline of hypotheses and ideas to work on.","""@@Work closely with your team@@ product managers marketing leads and VP of Growth to have a continuous pipeline of hypotheses and ideas to work on .""","@@Report test findings@@ to product managers, marketing leads, and VP of Growth to have a continuous pipeline of hypotheses and ideas to work on.",
system architect,['solve system problems'],[],"Take this sentence from a Job Posting.

""- Wondering what you will be doing? Here it goes! - @@Intuitively presenting an unfamiliar field to users@@ with a variety of technical background skills .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@solve system problems@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",- Wondering what you will be doing? Here it goes! - @@Solving system problems@@ for users with a variety of technical background skills.,"""- Wondering what you will be doing? Here it goes! - @@Intuitively presenting an unfamiliar field to users@@ with a variety of technical background skills .""",- Wondering what you will be doing? Here it goes! - @@Solving system problems@@ for users with a variety of technical background skills.,
data quality specialist,"['perform project management', 'process data']",[],"Take this sentence from a Job Posting.

""• Be @@critical of the design and styling of all components and products@@ and @@ensure consistency and quality@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@perform project management@@, @@process data@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",• Be @@perform project management@@ of all components and products and @@process data@@ to ensure consistency and quality,"""• Be @@critical of the design and styling of all components and products@@ and @@ensure consistency and quality@@""",• Be @@perform project management@@ of all components and products and @@process data@@ to ensure consistency and quality,
chief security officer,[],"['cloud security and compliance', 'security legislation', 'cyber security']","Take this sentence from a Job Posting.

""* Experience in ##infrastructure-As-Code## ( ##CloudFormation## ##TerraForm## etc) .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cloud security and compliance##, ##security legislation##, ##cyber security##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","* Experience in ##cloud security and compliance##, ##security legislation##, ##cyber security##.","""* Experience in ##infrastructure-As-Code## ( ##CloudFormation## ##TerraForm## etc) .""","* Experience in ##cloud security and compliance##, ##security legislation##, ##cyber security##.",
user interface designer,[],"['Groovy', 'DevOps']","Take this sentence from a Job Posting.

""Experience working with ##Docker## and/or ##Kubernetes## is a plus""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Groovy##, ##DevOps##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience working with ##Groovy## and/or ##DevOps## is a plus,"""Experience working with ##Docker## and/or ##Kubernetes## is a plus""",Experience working with ##Groovy## and/or ##DevOps## is a plus,
embedded system designer,"['provide consulting advice', 'create software design']",[],"Take this sentence from a Job Posting.

""Continually aim to improve technical ability through a combination of @@pairing@@ and @@self-directed learning@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@provide consulting advice@@, @@create software design@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Continually aim to improve technical ability through a combination of @@provide consulting advice@@ and @@create software design@@,"""Continually aim to improve technical ability through a combination of @@pairing@@ and @@self-directed learning@@""",Continually aim to improve technical ability through a combination of @@provide consulting advice@@ and @@create software design@@,
numerical tool and process control programmer,['advise client on technical possibilities'],['TypeScript'],"Take this sentence from a Job Posting.

""@@Embedding ##Scrum## methodology@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@advise client on technical possibilities@@, and for knowledge: ##TypeScript##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Advise client on technical possibilities@@ ##TypeScript##.,"""@@Embedding ##Scrum## methodology@@ .""",@@Advise client on technical possibilities@@ ##TypeScript##.,
digital games developer,[],['Python (computer programming)'],"Take this sentence from a Job Posting.

""##Agile Development Principles##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Python (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Python (computer programming)##,"""##Agile Development Principles##""",##Python (computer programming)##,
ethical hacker,[],['Nexpose'],"Take this sentence from a Job Posting.

""##PostgreSQL##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Nexpose##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We are seeking individuals with knowledge in ##Nexpose## for this position.,"""##PostgreSQL##""",##Nexpose##,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""##Nexpose##""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
cloud engineer,['design database in the cloud'],"['systems development life-cycle', 'cyber security', 'system programming']","Take this sentence from a Job Posting.

""You @@operate company ##DNS## ##website hosting## and ##email infrastructure##@@""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@design database in the cloud@@, and for knowledge: ##systems development life-cycle##, ##cyber security##, ##system programming##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You @@design database in the cloud@@ company ##systems development life-cycle##, ##cyber security##, and ##system programming##","""You @@operate company ##DNS## ##website hosting## and ##email infrastructure##@@""","You @@design database in the cloud@@ company ##systems development life-cycle##, ##cyber security##, and ##system programming##",
application developer,['utilise computer-aided software engineering tools'],[],"Take this sentence from a Job Posting.

""In addition to having the opportunity to @@join and form a technical and product vision@@ from early on this is a role that provides unique potential for career growth and significant equity upside within an established and highly respected organisation .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@utilise computer-aided software engineering tools@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","In addition to having the opportunity to @@utilise computer-aided software engineering tools@@ from early on, this is a role that provides unique potential for career growth and significant equity upside within an established and highly respected organisation.","""In addition to having the opportunity to @@join and form a technical and product vision@@ from early on this is a role that provides unique potential for career growth and significant equity upside within an established and highly respected organisation .""","In addition to having the opportunity to @@utilise computer-aided software engineering tools@@ from early on, this is a role that provides unique potential for career growth and significant equity upside within an established and highly respected organisation.",
blockchain architect,['interpret technical requirements'],[],"Take this sentence from a Job Posting.

""• @@building a consent system for parents or shoppers@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@interpret technical requirements@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",• @@interpret technical requirements@@.,"""• @@building a consent system for parents or shoppers@@ .""",• @@interpret technical requirements@@.,
user experience analyst,[],['software metrics'],"Take this sentence from a Job Posting.

""Experience with ##Prometheus Alert Manager Grafana## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##software metrics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience with ##software metrics##.,"""Experience with ##Prometheus Alert Manager Grafana## .""",Experience with ##software metrics##.,
software analyst,[],"['Common Lisp', 'Smalltalk (computer programming)']","Take this sentence from a Job Posting.

""* Working knowledge of ##Databases## ( ##SQL )## is required .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Common Lisp##, ##Smalltalk (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","* Working knowledge of ##Common Lisp## is required .""
""* Working knowledge of ##Smalltalk (computer programming)## is required .","""* Working knowledge of ##Databases## ( ##SQL )## is required .""","* Working knowledge of ##Common Lisp## is required .""
""* Working knowledge of ##Smalltalk (computer programming)## is required .",
blockchain architect,['create business process models'],['SaaS (service-oriented modelling)'],"Take this sentence from a Job Posting.

""• experience with @@operating high-performance solutions@@ in the ##AWS cloud## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@create business process models@@, and for knowledge: ##SaaS (service-oriented modelling)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",• experience with @@creating business process models@@ in the ##SaaS (service-oriented modelling)##.,"""• experience with @@operating high-performance solutions@@ in the ##AWS cloud## .""",• experience with @@creating business process models@@ in the ##SaaS (service-oriented modelling)##.,
green consultant,"['apply business acumen', 'promote environmental awareness', 'consult with business clients']",[],"Take this sentence from a Job Posting.

""Demonstrated an @@unwavering commitment to quality@@ a @@collaborative work ethic@@ and cutting-edge @@coding@@ skills""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@apply business acumen@@, @@promote environmental awareness@@, @@consult with business clients@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Demonstrated an @@apply business acumen@@, a @@promote environmental awareness@@ and proficient @@consult with business clients@@ skills.","""Demonstrated an @@unwavering commitment to quality@@ a @@collaborative work ethic@@ and cutting-edge @@coding@@ skills""","Demonstrated an @@apply business acumen@@, a @@promote environmental awareness@@ and proficient @@consult with business clients@@ skills.",
enterprise architect,[],"['Spiral development', 'C#', 'APL', 'COBOL']","Take this sentence from a Job Posting.

""Not required but would be nice if you have some experience with the new ##Composition API## and ##fp-ts## ##io-ts## or similar functional programming libraries like ##Ramda##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Spiral development##, ##C###, ##APL##, ##COBOL##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Not required but would be nice if you have some experience with the new ##Spiral development## and ##C### or similar programming languages like ##APL## and ##COBOL##,"""Not required but would be nice if you have some experience with the new ##Composition API## and ##fp-ts## ##io-ts## or similar functional programming libraries like ##Ramda##""",Not required but would be nice if you have some experience with the new ##Spiral development## and ##C### or similar programming languages like ##APL## and ##COBOL##,
data quality specialist,[],"['database', 'statistics']","Take this sentence from a Job Posting.

""Understand the ##end-to-end configuration## technical dependencies and overall behavioral characteristics of ##production services## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##database##, ##statistics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Understand the ##database## technical dependencies and overall behavioral characteristics of ##statistics##.,"""Understand the ##end-to-end configuration## technical dependencies and overall behavioral characteristics of ##production services## .""",Understand the ##database## technical dependencies and overall behavioral characteristics of ##statistics##.,
blockchain developer,"['use software libraries', 'design user interface']","['software components libraries', 'blockchain consensus mechanisms']","Take this sentence from a Job Posting.

""@@Solve complex problems@@ related to ##infrastructure cloud services## and ##build automation## to @@prevent problem recurrence@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use software libraries@@, @@design user interface@@, and for knowledge: ##software components libraries##, ##blockchain consensus mechanisms##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Use software libraries@@ related to ##software components libraries## and ##blockchain consensus mechanisms## to @@design user interface@@ to prevent problem recurrence.,"""@@Solve complex problems@@ related to ##infrastructure cloud services## and ##build automation## to @@prevent problem recurrence@@ .""",@@Use software libraries@@ related to ##software components libraries## and ##blockchain consensus mechanisms## to @@design user interface@@ to prevent problem recurrence.,
green consultant,[],"['emergent technologies', 'market', 'software components suppliers', 'hardware components suppliers']","Take this sentence from a Job Posting.

""Senior Java Developer <ORGANIZATION> <LOCATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-07-16 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Industry: Broadcast ##Telecommunications## ##Television## Company size: 10k+ people Technologies java ##tdd## ##java-ee## Job description Want to do the best work of your life? With 24 million customers in 6 countries make your mark at Europe's leading media and entertainment brand .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##emergent technologies##, ##market##, ##software components suppliers##, ##hardware components suppliers##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Senior Java Developer <ORGANIZATION> <LOCATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-07-16 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Industry: Broadcast ##emergent technologies## ##market## Company size: 10k+ people Technologies ##software components suppliers## ##hardware components suppliers## Job description Want to do the best work of your life? With 24 million customers in 6 countries make your mark at Europe's leading media and entertainment brand.,"""Senior Java Developer <ORGANIZATION> <LOCATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-07-16 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Industry: Broadcast ##Telecommunications## ##Television## Company size: 10k+ people Technologies java ##tdd## ##java-ee## Job description Want to do the best work of your life? With 24 million customers in 6 countries make your mark at Europe's leading media and entertainment brand .""",Senior Java Developer <ORGANIZATION> <LOCATION> <ADDRESS> <ADDRESS> <LOCATION> - <LOCATION> Date posted: 2021-07-16 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Industry: Broadcast ##emergent technologies## ##market## Company size: 10k+ people Technologies ##software components suppliers## ##hardware components suppliers## Job description Want to do the best work of your life? With 24 million customers in 6 countries make your mark at Europe's leading media and entertainment brand.,
digital games tester,[],['MDX'],"Take this sentence from a Job Posting.

""* ##Spring Boot##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##MDX##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* ##MDX##,"""* ##Spring Boot##""",* ##MDX##,
integration tester,[],"['software anomalies', 'resource description framework query language', 'project management methodologies', 'infrastructure']","Take this sentence from a Job Posting.

""##Cloud Computing## ##Cloud Services## ##Software Development## / ##Engineering##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##software anomalies##, ##resource description framework query language##, ##project management methodologies##, ##infrastructure##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Software Anomalies## ##Resource Description Framework Query Language## ##Project Management Methodologies## / ##Infrastructure##,"""##Cloud Computing## ##Cloud Services## ##Software Development## / ##Engineering##""",##Software Anomalies## ##Resource Description Framework Query Language## ##Project Management Methodologies## / ##Infrastructure##,
ethical hacker,[],"['Maltego', 'Cain and Abel (penetration testing tool)', 'Metasploit']","Take this sentence from a Job Posting.

""3 + years of experience with ##Jenkins## ##Terraform## ##Python## and other programming languages""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Maltego##, ##Cain and Abel (penetration testing tool)##, ##Metasploit##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","3 + years of experience with ##Maltego##, ##Cain and Abel (penetration testing tool)##, ##Metasploit## and other programming languages","""3 + years of experience with ##Jenkins## ##Terraform## ##Python## and other programming languages""","3 + years of experience with ##Maltego##, ##Cain and Abel (penetration testing tool)##, ##Metasploit## and other programming languages",
business analysis manager,[],"['systems development life-cycle', 'data mining', 'visual presentation techniques', 'security legislation', 'business strategy concepts']","Take this sentence from a Job Posting.

""Certifications in ##Cisco CCNP## ##CCIE## ##Juniper JNCIP¬SP## ##CCISP## or other ##data communication## certifications .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##systems development life-cycle##, ##data mining##, ##visual presentation techniques##, ##security legislation##, ##business strategy concepts##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Certifications in ##systems development life-cycle##, ##data mining##, ##visual presentation techniques##, ##security legislation## or other ##business strategy concepts## certifications.","""Certifications in ##Cisco CCNP## ##CCIE## ##Juniper JNCIP¬SP## ##CCISP## or other ##data communication## certifications .""","Certifications in ##systems development life-cycle##, ##data mining##, ##visual presentation techniques##, ##security legislation## or other ##business strategy concepts## certifications.",
database designer,[],['systems theory'],"Take this sentence from a Job Posting.

""##Performance and security testing## experience is a plus .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##systems theory##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Systems theory## knowledge is a plus.,"""##Performance and security testing## experience is a plus .""",##Systems theory## knowledge is a plus.,
business analysis manager,"['perform business analysis', 'provide training on technological business developments']","['systems development life-cycle', 'market']","Take this sentence from a Job Posting.

""You will be making use of ##TDD## and ##agile processes## to @@deliver accessible and performance web applications@@ that support <ORGANIZATION> OTT eCommerce and service web journeys across multiple projects supporting Now <ORGANIZATION> X <ORGANIZATION> <ORGANIZATION> and Peacock . What you'll do: - @@Active contribution towards key design decisions and detailed design and implementation@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@perform business analysis@@, @@provide training on technological business developments@@, and for knowledge: ##systems development life-cycle##, ##market##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be making use of ##systems development life-cycle## and ##market## to @@perform business analysis@@ that support <ORGANIZATION> OTT eCommerce and service web journeys across multiple projects supporting Now <ORGANIZATION> X <ORGANIZATION> <ORGANIZATION> and Peacock . What you'll do: - @@provide training on technological business developments@@.,"""You will be making use of ##TDD## and ##agile processes## to @@deliver accessible and performance web applications@@ that support <ORGANIZATION> OTT eCommerce and service web journeys across multiple projects supporting Now <ORGANIZATION> X <ORGANIZATION> <ORGANIZATION> and Peacock . What you'll do: - @@Active contribution towards key design decisions and detailed design and implementation@@ .""",You will be making use of ##systems development life-cycle## and ##market## to @@perform business analysis@@ that support <ORGANIZATION> OTT eCommerce and service web journeys across multiple projects supporting Now <ORGANIZATION> X <ORGANIZATION> <ORGANIZATION> and Peacock . What you'll do: - @@provide training on technological business developments@@.,
data quality specialist,"['manage schedule of tasks', 'define data quality criteria', 'manage standards for data exchange']",[],"Take this sentence from a Job Posting.

""You will be able to @@pay attention to detail@@ but also @@manage your time effectively@@ to @@ensure timely delivery@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage schedule of tasks@@, @@define data quality criteria@@, @@manage standards for data exchange@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be able to @@manage schedule of tasks@@ but also @@define data quality criteria@@ to @@manage standards for data exchange@@.,"""You will be able to @@pay attention to detail@@ but also @@manage your time effectively@@ to @@ensure timely delivery@@ .""",You will be able to @@manage schedule of tasks@@ but also @@define data quality criteria@@ to @@manage standards for data exchange@@.,
system architect,['analyse business requirements'],[],"Take this sentence from a Job Posting.

""You will help to @@shape the engineering culture@@ to be centered on collaboration quality and best practice .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@analyse business requirements@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will help to @@analyse business requirements@@ to be centered on collaboration quality and best practice.,"""You will help to @@shape the engineering culture@@ to be centered on collaboration quality and best practice .""",You will help to @@analyse business requirements@@ to be centered on collaboration quality and best practice.,
