occupation_name,skills,knowledge,prompt,results,original_sentences,original_results,rephrase_prompts
street food vendor,['carry out active selling'],[],"Take this sentence from a Job Posting.

""We take our responsibility seriously and you will help us @@provide high-reliability solutions@@ on time and in the right quality .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@carry out active selling@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We take our responsibility seriously and you will help us @@carry out active selling@@ on time and in the right quality.,"""We take our responsibility seriously and you will help us @@provide high-reliability solutions@@ on time and in the right quality .""",We take our responsibility seriously and you will help us @@carry out active selling@@ on time and in the right quality.,
industrial engineering technician,[],"['engineering principles', 'engineering processes', 'CAD software']","Take this sentence from a Job Posting.

""For the System Level Control department within the Technology Engineering at our global engineering head office in <ORGANIZATION> <ORGANIZATION> we are looking for a dedicated Requirement Management Specialist with special focus on ##grid connection## of ##wind turbines## and ##wind power plants## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##engineering principles##, ##engineering processes##, ##CAD software##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","For the System Level Control department within the Technology Engineering at our global engineering head office in <ORGANIZATION> <ORGANIZATION> we are looking for a dedicated Requirement Management Specialist with special focus on ##engineering principles##, ##engineering processes## and ##CAD software##.","""For the System Level Control department within the Technology Engineering at our global engineering head office in <ORGANIZATION> <ORGANIZATION> we are looking for a dedicated Requirement Management Specialist with special focus on ##grid connection## of ##wind turbines## and ##wind power plants## .""","For the System Level Control department within the Technology Engineering at our global engineering head office in <ORGANIZATION> <ORGANIZATION> we are looking for a dedicated Requirement Management Specialist with special focus on ##engineering principles##, ##engineering processes## and ##CAD software##.",
artisan papermaker,"[""identify customer's needs""]",[],"Take this sentence from a Job Posting.

""Please write in your application what position and where you are applying for Minimum 15 hours per week Work every second weekend Hotelcleaning experience required Are you the best housekeeper in <LOCATION> If you believe you could @@clean for a king and a queen@@ you are the one we are looking for .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@identify customer's needs@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Please write in your application what position and where you are applying for Minimum 15 hours per week Work every second weekend Hotelcleaning experience required Are you the best housekeeper in <LOCATION> If you believe you could @@identify customer's needs@@ you are the one we are looking for .,"""Please write in your application what position and where you are applying for Minimum 15 hours per week Work every second weekend Hotelcleaning experience required Are you the best housekeeper in <LOCATION> If you believe you could @@clean for a king and a queen@@ you are the one we are looking for .""",Please write in your application what position and where you are applying for Minimum 15 hours per week Work every second weekend Hotelcleaning experience required Are you the best housekeeper in <LOCATION> If you believe you could @@identify customer's needs@@ you are the one we are looking for .,
import export manager in clothing and footwear,"['speak different languages', 'set import export strategies', 'meet deadlines']",[],"Take this sentence from a Job Posting.

""You are @@analytical@@ @@organised@@ and able to @@plan and handle many different tasks@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@speak different languages@@, @@set import export strategies@@, @@meet deadlines@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You are @@speak different languages@@, @@set import export strategies@@ and able to @@meet deadlines@@.","""You are @@analytical@@ @@organised@@ and able to @@plan and handle many different tasks@@ .""","You are @@speak different languages@@, @@set import export strategies@@ and able to @@meet deadlines@@.",
osteopath,"[""obtain healthcare user's medical status information"", ""monitor patients' progress related to treatment"", 'develop therapeutic relationships', 'promote exercise programmes']",[],"Take this sentence from a Job Posting.

""General @@cleaning duties@@ including @@sweeping@@ @@mopping@@ and @@refuse removal@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@obtain healthcare user's medical status information@@, @@monitor patients' progress related to treatment@@, @@develop therapeutic relationships@@, @@promote exercise programmes@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","General @@obtain healthcare user's medical status information@@ duties including @@monitor patients' progress related to treatment@@, @@develop therapeutic relationships@@ and @@promote exercise programmes@@.","""General @@cleaning duties@@ including @@sweeping@@ @@mopping@@ and @@refuse removal@@ .""","General @@obtain healthcare user's medical status information@@ duties including @@monitor patients' progress related to treatment@@, @@develop therapeutic relationships@@ and @@promote exercise programmes@@.",
wholesale merchant,[],['machine tools'],"Take this sentence from a Job Posting.

""Department of Clinical Medicine invites applications for a position as Professor in ##Predictive Processing## at Center for Music in the Brain Department of Clinical Medicine Health <ORGANIZATION> <ORGANIZATION> .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##machine tools##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""The Department of Clinical Medicine at <ORGANIZATION> is inviting applications for a Professor position in the field of ##Machine Tools##. This position is based at our Center for Music in the Brain Department within the <ORGANIZATION> Health network.""","""Department of Clinical Medicine invites applications for a position as Professor in ##Predictive Processing## at Center for Music in the Brain Department of Clinical Medicine Health <ORGANIZATION> <ORGANIZATION> .""",Department of Clinical Medicine invites applications for a position as Professor in ##Machine Tools## at Center for Music in the Brain Department of Clinical Medicine Health <ORGANIZATION> <ORGANIZATION> .,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Department of Clinical Medicine invites applications for a position as Professor in ##Machine Tools## at Center for Music in the Brain Department of Clinical Medicine Health <ORGANIZATION> <ORGANIZATION> .""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
chemical plant control room operator,['control production flow remotely'],[],"Take this sentence from a Job Posting.

""You will thrive on @@working both independently and together with your colleagues and business partners@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@control production flow remotely@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will thrive on @@controlling production flow remotely@@ with your colleagues and business partners.,"""You will thrive on @@working both independently and together with your colleagues and business partners@@ .""",You will thrive on @@controlling production flow remotely@@ with your colleagues and business partners.,
aquaculture hatchery worker,"['use oxygenation equipment', 'culture aquaculture hatchery stocks']",[],"Take this sentence from a Job Posting.

""Web Application/Back Office: • User will @@setup products and services with default pricing;@@ • Pricing will be calculated per unit or per square area – broken down to with and without VAT; • User will @@setup clients and individual jobs assigned to these clients;@@ •""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use oxygenation equipment@@, @@culture aquaculture hatchery stocks@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""In the role of Web Application/Back Office, the user will be expected to proficiently @@use oxygenation equipment@@, adhering to the default settings. The settings will be calculated either per unit or per square area, with further breakdowns for calculations with and without VAT. Additionally, the user will be tasked with the responsibility to @@culture aquaculture hatchery stocks@@, along with managing individual jobs assigned to these stocks.""","""Web Application/Back Office: • User will @@setup products and services with default pricing;@@ • Pricing will be calculated per unit or per square area – broken down to with and without VAT; • User will @@setup clients and individual jobs assigned to these clients;@@ •""",Web Application/Back Office: • User will @@use oxygenation equipment@@ with default settings; • Settings will be calculated per unit or per square area – broken down to with and without VAT; • User will @@culture aquaculture hatchery stocks@@ and individual jobs assigned to these stocks; •,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Web Application/Back Office: • User will @@use oxygenation equipment@@ with default settings; • Settings will be calculated per unit or per square area – broken down to with and without VAT; • User will @@culture aquaculture hatchery stocks@@ and individual jobs assigned to these stocks; •""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
documentation manager,"['develop information standards', 'develop technological improvement strategies']",[],"Take this sentence from a Job Posting.

""We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@planning@@ and @@coordination@@ in the position .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@develop information standards@@, @@develop technological improvement strategies@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@develop information standards@@ and @@develop technological improvement strategies@@ in the position.,"""We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@planning@@ and @@coordination@@ in the position .""",We are looking for a maternity cover for our Warehouse Logistics Planner who can continue the effective @@develop information standards@@ and @@develop technological improvement strategies@@ in the position.,
mental health support worker,"['support harmed social service users', 'follow health and safety precautions in social care practices', 'maintain privacy of service users', 'listen actively', 'manage social crisis', 'tolerate stress']",[],"Take this sentence from a Job Posting.

""The @@professional clout@@ to @@challenge financial performance@@ with the skill to @@establish yourself as a go-to partner@@ Strong @@time management@@ and @@organisational skills@@ where you will be @@juggling multiple projects at the same time@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@support harmed social service users@@, @@follow health and safety precautions in social care practices@@, @@maintain privacy of service users@@, @@listen actively@@, @@manage social crisis@@, @@tolerate stress@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking a candidate who can effectively @@support harmed social service users@@, guiding them to @@follow health and safety precautions in social care practices@@. The ideal candidate will have the ability to @@maintain the privacy of service users@@. Strong @@active listening@@ skills are essential, as well as the ability to @@manage social crises@@. The role may be stressful at times, so a capacity for @@tolerating stress@@ is crucial.""","""The @@professional clout@@ to @@challenge financial performance@@ with the skill to @@establish yourself as a go-to partner@@ Strong @@time management@@ and @@organisational skills@@ where you will be @@juggling multiple projects at the same time@@ .""",The @@support harmed social service users@@ to @@follow health and safety precautions in social care practices@@ with the skill to @@maintain privacy of service users@@. Strong @@listen actively@@ and @@manage social crisis@@ where you will be @@tolerating stress@@.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""The @@support harmed social service users@@ to @@follow health and safety precautions in social care practices@@ with the skill to @@maintain privacy of service users@@. Strong @@listen actively@@ and @@manage social crisis@@ where you will be @@tolerating stress@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
contact centre manager,['oversee record management'],[],"Take this sentence from a Job Posting.

""You @@thrive in a cross cultural setting@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@oversee record management@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You @@oversee record management@@.,"""You @@thrive in a cross cultural setting@@ .""",You @@oversee record management@@.,
equine worker,['operate agricultural machinery'],[],"Take this sentence from a Job Posting.

""The position we offer Equities IT has two primary mandates: firstly to enable and support the Equities business in its daily operations and secondly to support the growth areas within the business via the @@provision of cost effective innovative technology solutions@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@operate agricultural machinery@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are offering a position within our Equities IT team that primarily focuses on two mandates. The first mandate is to enable and support the daily operations of the Equities business. The second mandate is to foster growth within the business through the @@operation of agricultural machinery@@.""","""The position we offer Equities IT has two primary mandates: firstly to enable and support the Equities business in its daily operations and secondly to support the growth areas within the business via the @@provision of cost effective innovative technology solutions@@ .""",The position we offer Equities IT has two primary mandates: firstly to enable and support the Equities business in its daily operations and secondly to support the growth areas within the business via the @@operation of agricultural machinery@@.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""The position we offer Equities IT has two primary mandates: firstly to enable and support the Equities business in its daily operations and secondly to support the growth areas within the business via the @@operation of agricultural machinery@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
digester operator,"['perform machine maintenance', 'monitor chemical process condition']","['types of bleach', 'quality standards', 'deinking processes', 'types of pulp']","Take this sentence from a Job Posting.

""As TechOps Engineer in <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> you will focus on ##incident follow up## ##capacity management## ##monitoring systems## ##support tasks## and @@infrastructure planning and setup@@ to @@make sure that our development and support systems are always available@@ and bring true value to our customers .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@perform machine maintenance@@, @@monitor chemical process condition@@, and for knowledge: ##types of bleach##, ##quality standards##, ##deinking processes##, ##types of pulp##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""As a TechOps Engineer at our esteemed organization, your focus will be on a variety of areas. You will need to have knowledge about different ##types of bleach## and ##types of pulp##, as well as an understanding of ##quality standards## and ##deinking processes##. Your skills will be put to use as you @@perform machine maintenance@@ and @@monitor chemical process condition@@. These responsibilities are crucial to ensure that our development and support systems are always available, thereby delivering true value to our customers.""","""As TechOps Engineer in <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> you will focus on ##incident follow up## ##capacity management## ##monitoring systems## ##support tasks## and @@infrastructure planning and setup@@ to @@make sure that our development and support systems are always available@@ and bring true value to our customers .""","As TechOps Engineer in <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> you will focus on ##types of bleach##, ##quality standards##, ##deinking processes##, ##types of pulp## and @@perform machine maintenance@@, @@monitor chemical process condition@@ to make sure that our development and support systems are always available and bring true value to our customers.","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""As TechOps Engineer in <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> you will focus on ##types of bleach##, ##quality standards##, ##deinking processes##, ##types of pulp## and @@perform machine maintenance@@, @@monitor chemical process condition@@ to make sure that our development and support systems are always available and bring true value to our customers.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
first aid instructor,[],['nursing science'],"Take this sentence from a Job Posting.

""Please include as one single file:  Letter of introduction explaining your interest and suitability for the position  Curriculum vita  Diplomas ( ##Master and PhD degree## or equivalent )  Complete publication list  Separate reprints of 3 particularly relevant papers  2-3 letters of recommendation The deadline for applications is 5 January 2020 23:59 GMT +1 .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##nursing science##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Please include as one single file:  Letter of introduction explaining your interest and suitability for the position  Curriculum vita  Diplomas ( ##nursing science## or equivalent )  Complete publication list  Separate reprints of 3 particularly relevant papers  2-3 letters of recommendation The deadline for applications is 5 January 2020 23:59 GMT +1 .,"""Please include as one single file:  Letter of introduction explaining your interest and suitability for the position  Curriculum vita  Diplomas ( ##Master and PhD degree## or equivalent )  Complete publication list  Separate reprints of 3 particularly relevant papers  2-3 letters of recommendation The deadline for applications is 5 January 2020 23:59 GMT +1 .""",Please include as one single file:  Letter of introduction explaining your interest and suitability for the position  Curriculum vita  Diplomas ( ##nursing science## or equivalent )  Complete publication list  Separate reprints of 3 particularly relevant papers  2-3 letters of recommendation The deadline for applications is 5 January 2020 23:59 GMT +1 .,
marine biologist,"['conduct research on flora', 'analyse fish samples for diagnosis', 'gather experimental data', 'treat fish diseases']",[],"Take this sentence from a Job Posting.

""On the personal level you are a naturally @@driven@@ @@self-starter@@ who @@focuses on end-results@@ and is able to @@communicate efficiently with people@@ at all organizational levels .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@conduct research on flora@@, @@analyse fish samples for diagnosis@@, @@gather experimental data@@, @@treat fish diseases@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking an individual who naturally possesses the ability to @@conduct research on flora@@. The ideal candidate should also have the skill to @@analyse fish samples for diagnosis@@, @@gather experimental data@@, and @@treat fish diseases@@ across all organizational levels.""","""On the personal level you are a naturally @@driven@@ @@self-starter@@ who @@focuses on end-results@@ and is able to @@communicate efficiently with people@@ at all organizational levels .""","On the personal level you are naturally able to @@conduct research on flora@@, a @@analyse fish samples for diagnosis@@ who @@gather experimental data@@ and is able to @@treat fish diseases@@ at all organizational levels.","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""On the personal level you are naturally able to @@conduct research on flora@@, a @@analyse fish samples for diagnosis@@ who @@gather experimental data@@ and is able to @@treat fish diseases@@ at all organizational levels.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
eBusiness manager,['use different communication channels'],[],"Take this sentence from a Job Posting.

""You @@drive translation into new languages@@ to ensure that all article versions are ready on go live in a new country .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use different communication channels@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You @@use different communication channels@@ to ensure that all article versions are ready on go live in a new country.,"""You @@drive translation into new languages@@ to ensure that all article versions are ready on go live in a new country .""",You @@use different communication channels@@ to ensure that all article versions are ready on go live in a new country.,
synthetic materials engineer,"['test materials', 'record test data']","['injection moulding machine parts', 'rubber technology']","Take this sentence from a Job Posting.

""Also you have an understanding of ##industrial feed## and ##hygienic food processing## and are prepared to @@participate in on-site tests commissioning@@ and @@trouble-shooting@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@test materials@@, @@record test data@@, and for knowledge: ##injection moulding machine parts##, ##rubber technology##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Also you have an understanding of ##injection moulding machine parts## and ##rubber technology## and are prepared to @@test materials@@ and @@record test data@@.,"""Also you have an understanding of ##industrial feed## and ##hygienic food processing## and are prepared to @@participate in on-site tests commissioning@@ and @@trouble-shooting@@ .""",Also you have an understanding of ##injection moulding machine parts## and ##rubber technology## and are prepared to @@test materials@@ and @@record test data@@.,
groundsman/groundswoman,['nurse trees'],[],"Take this sentence from a Job Posting.

""Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@establish a bi-/ multispecific antibody platform@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@nurse trees@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""The PhD student will be part of a team comprised of Senior scientists, postdocs, and other PhD students. Together, they will work closely with both national and international collaborators, with the specific responsibility to @@nurse trees@@.""","""Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@establish a bi-/ multispecific antibody platform@@ .""",Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@nurse trees@@.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Responsibilities and tasks The PhD student will work with a team of Senior scientists postdocs and PhD students and in close collaboration with national and international collaborators to @@nurse trees@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
geological engineer,['study aerial photos'],[],"Take this sentence from a Job Posting.

""You will @@work in an international environment@@ with a large cross-disciplinary interface both internally and externally .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@study aerial photos@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will @@study aerial photos@@ in an international environment with a large cross-disciplinary interface both internally and externally.,"""You will @@work in an international environment@@ with a large cross-disciplinary interface both internally and externally .""",You will @@study aerial photos@@ in an international environment with a large cross-disciplinary interface both internally and externally.,
exhibition curator,[],['natural history'],"Take this sentence from a Job Posting.

""Please include: Curriculum vitae Diplomas ( ##Master and PhD degree## or equivalent; in case the PhD thesis has not been defended yet please specify the expected date of the defence ) Research statement description of scientific achievements current research interests and future research plans Complete publication list ( underline the 3 most relevant papers ) The deadline for applications is 12 February 2020 .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##natural history##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Please include: Curriculum vitae Diplomas ( ##natural history## or equivalent; in case the thesis has not been defended yet please specify the expected date of the defence ) Research statement description of scientific achievements current research interests and future research plans Complete publication list ( underline the 3 most relevant papers ) The deadline for applications is 12 February 2020 .,"""Please include: Curriculum vitae Diplomas ( ##Master and PhD degree## or equivalent; in case the PhD thesis has not been defended yet please specify the expected date of the defence ) Research statement description of scientific achievements current research interests and future research plans Complete publication list ( underline the 3 most relevant papers ) The deadline for applications is 12 February 2020 .""",Please include: Curriculum vitae Diplomas ( ##natural history## or equivalent; in case the thesis has not been defended yet please specify the expected date of the defence ) Research statement description of scientific achievements current research interests and future research plans Complete publication list ( underline the 3 most relevant papers ) The deadline for applications is 12 February 2020 .,
social counsellor,"[""respond to individuals' extreme emotions"", 'listen actively', 'communicate by use of interpretation services']",[],"Take this sentence from a Job Posting.

""You will @@act as the leader for all elements of the projects@@ assigned to you @@giving advice to the client@@ and their representatives whilst also @@leading and managing the project and the design team@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@respond to individuals' extreme emotions@@, @@listen actively@@, @@communicate by use of interpretation services@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""In this role, you will be expected to @@respond to individuals' extreme emotions@@, @@listen actively@@ to both the individuals assigned to you and their representatives, and effectively @@communicate by use of interpretation services@@.""","""You will @@act as the leader for all elements of the projects@@ assigned to you @@giving advice to the client@@ and their representatives whilst also @@leading and managing the project and the design team@@ .""",You will @@respond to individuals' extreme emotions@@ assigned to you @@listen actively@@ and their representatives whilst also @@communicate by use of interpretation services@@.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""You will @@respond to individuals' extreme emotions@@ assigned to you @@listen actively@@ and their representatives whilst also @@communicate by use of interpretation services@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Ensure that all existing @@ and ## annotations remain unchanged. Don't create any new skills or knowledge components."
government planning inspector,"['show impartiality', 'keep task records']",[],"Take this sentence from a Job Posting.

""You have demonstrated the ability to @@manage complex projects@@ and @@set direction in business-critical processes@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@show impartiality@@, @@keep task records@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have demonstrated the ability to @@show impartiality@@ and @@keep task records@@.,"""You have demonstrated the ability to @@manage complex projects@@ and @@set direction in business-critical processes@@ .""",You have demonstrated the ability to @@show impartiality@@ and @@keep task records@@.,
insurance risk consultant,"['advise on risk management', 'review insurance process', 'synthesise financial information', 'provide support in financial calculation', 'obtain financial information', 'perform debt investigation', 'analyse insurance risk', 'analyse financial risk', 'prepare survey report']",['claims procedures'],"Take this sentence from a Job Posting.

""You are @@ambitious@@ and possess a strong @@drive@@ and an @@innovative mindset@@ You are @@customer oriented@@ @@structured@@ and @@analytical@@ in your approach and not afraid of @@making independent decisions@@ You can demonstrate excellent ##English## skills orally and in writing as well as profound @@networking@@ and @@communication@@ skills across organizational levels and culture Other Information Apply online in English for the job at <CONTACT> Please note that we will reply by email .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@advise on risk management@@, @@review insurance process@@, @@synthesise financial information@@, @@provide support in financial calculation@@, @@obtain financial information@@, @@perform debt investigation@@, @@analyse insurance risk@@, @@analyse financial risk@@, @@prepare survey report@@, and for knowledge: ##claims procedures##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are @@advise on risk management@@ and possess a strong @@review insurance process@@ and an @@synthesise financial information@@ You are @@provide support in financial calculation@@ @@obtain financial information@@ and @@perform debt investigation@@ in your approach and not afraid of @@analyse insurance risk@@ You can demonstrate excellent ##claims procedures## skills orally and in writing as well as profound @@analyse financial risk@@ and @@prepare survey report@@ skills across organizational levels and culture Other Information Apply online in English for the job at <CONTACT> Please note that we will reply by email.,"""You are @@ambitious@@ and possess a strong @@drive@@ and an @@innovative mindset@@ You are @@customer oriented@@ @@structured@@ and @@analytical@@ in your approach and not afraid of @@making independent decisions@@ You can demonstrate excellent ##English## skills orally and in writing as well as profound @@networking@@ and @@communication@@ skills across organizational levels and culture Other Information Apply online in English for the job at <CONTACT> Please note that we will reply by email .""",You are @@advise on risk management@@ and possess a strong @@review insurance process@@ and an @@synthesise financial information@@ You are @@provide support in financial calculation@@ @@obtain financial information@@ and @@perform debt investigation@@ in your approach and not afraid of @@analyse insurance risk@@ You can demonstrate excellent ##claims procedures## skills orally and in writing as well as profound @@analyse financial risk@@ and @@prepare survey report@@ skills across organizational levels and culture Other Information Apply online in English for the job at <CONTACT> Please note that we will reply by email.,
radiographer,['apply context specific clinical competences'],[],"Take this sentence from a Job Posting.

""@@Team@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@apply context specific clinical competences@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We are looking for individuals with @@apply context specific clinical competences@@.,"""@@Team@@""",We are looking for individuals with @@apply context specific clinical competences@@.,
air force pilot,"['operate radio navigation instruments', 'have spatial awareness', 'operate cockpit control panels', 'apply military aviation regulations']",['surveillance radars'],"Take this sentence from a Job Posting.

""##Market trend analysis## including @@analysis of competitor portfolio@@ Perform the analysis and @@develop strategic recommendations for underperforming products@@ @@Approve products for closure or repositioning@@ @@assign resources and budget@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@operate radio navigation instruments@@, @@have spatial awareness@@, @@operate cockpit control panels@@, @@apply military aviation regulations@@, and for knowledge: ##surveillance radars##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Surveillance radars## including @@operate radio navigation instruments@@ Perform the operation and @@have spatial awareness@@ @@operate cockpit control panels@@ @@apply military aviation regulations@@.,"""##Market trend analysis## including @@analysis of competitor portfolio@@ Perform the analysis and @@develop strategic recommendations for underperforming products@@ @@Approve products for closure or repositioning@@ @@assign resources and budget@@ .""",##Surveillance radars## including @@operate radio navigation instruments@@ Perform the operation and @@have spatial awareness@@ @@operate cockpit control panels@@ @@apply military aviation regulations@@.,
